DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT12R,DA0912DR12R,DAGC4X12R,DAGC5X11R,DA0GR12N,DA0GH12N,DA00A001513R,DA00AR01513R,DA00AW01513R,DA00AM01513R,DA00AC01513R,DA00AS01513R,DB00A001513R,DH00A001513R,DW00A001513R,DI00A001513R,D300A001513R,D400A001513R,D200A001513R,DE00A001513R,DA0CT12R,DA0CC12R,DA0CSA12R,DA0CAA12R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
LA JOYA ISD,108912,108 HIDALGO,01,Met Standard,38,29177,0,99.7,0.2,0,0,0,0,95.2,46,6.5,44.6,20.1,10.2,93.9,3.7,84.3,86.4,1648,1554,65,65,47,73,71,60,82,65,83,52,.,.,-1,65,60.8,4.5,1259,16.9,4062.6,1957.3,1,3,8.5,48.2,7.1,32.2,83249,68947,57145,48970,95.2,7.2,14.9,38,10.4,14.2,11.8,0.1,92.9,5,2,49.3,7.9,6,26.2,4,6.5,75514,1.311,308829690,10688,68.9,10.4,20.8,57507245,0,312054016,268874886,9305,55.3,4.2,5.6,11.3,23.6,148614568,5143,55.1,11,23.1,2.7,2.7,0.9,2.8,0.9,0.3,0.5,"25,000 to 49,999",Other Central City,"Under $100,904",$1.2321 to under $1.3593
WESLACO ISD,108913,108 HIDALGO,01,Met Standard,22,17830,0.1,98.2,1.4,0.2,0.2,0,0,85.7,26.6,8.2,25.5,24.3,5.4,95.9,3.9,84,88,1030,883,70,71,52,79,76,64,94,70,87,63,81,-1,.,68,70.8,7.3,1440,17.6,2324,1081.6,0.9,1,8.9,46.5,7.7,34.9,91946,87675,64684,53172,89,7.7,16.5,19.1,14.3,17.3,7.2,0.2,84.3,13.4,2,79.2,9.7,0,2.2,4.6,4.4,100429,1.14,167825514,9502,65.9,14.1,20.1,23582400,0,173597729,155142375,8783,54.1,5.2,3.2,11.8,25.7,83904082,4750,55.3,11.1,20.3,1.6,4.1,0.9,3.4,0.8,1.6,0.9,"10,000 to 24,999",Other Central City Suburban,"Under $100,904",$1.1254 to under $1.2321
LA VILLA ISD,108914,108 HIDALGO,01,Met Standard,4,647,0,99.7,0,0.3,0,0,0,89.2,23.5,8,21,30.9,9.3,95.8,1.5,82.9,98.1,37,35,68,66,57,68,79,77,.,69,.,-1,.,.,.,67,78.4,0,-1,15.8,101.6,45.6,2,3,11.2,44.9,11.8,27.1,85579,75102,52471,43320,89.8,6.4,14.2,41.2,8.8,7.2,20.7,0,79.6,20.4,0,97.8,2.2,0,0,0,0,153306,1.304,7626387,12839,61.4,18.3,20.4,1240211,0,7608325,6895038,11608,49.2,9.6,5.4,14.8,21,3388870,5705,38.8,8.4,34.8,1.1,6.9,0.3,7,1.1,0,1.6,500 to 999,Rural,"$148,669 to < $184,624",$1.2321 to under $1.3593
MONTE ALTO ISD,108915,108 HIDALGO,01,Met Standard,3,1046,0.1,98.7,1.1,0,0.1,0,0,93.6,36.9,5.8,35.9,17.2,2.9,96.7,0,.,.,.,.,62,62,45,72,70,51,-1,62,67,.,-1,.,.,61,-2,-1,-1,.,143.6,63,2.1,2.8,5.6,43.9,14.6,31,79301,69013,52039,44078,95.8,7.3,16.6,38.1,10.8,7.9,12.4,0,95.2,4.8,0,94.3,3.2,0,0.3,2.2,0,74376,1.35,11214492,11805,72.6,9.7,17.8,2186350,0,19399627,7994384,8415,55.4,9.3,6.8,11.3,17.1,4432099,4665,52.5,7.6,32.7,1.8,2.3,0.1,2.9,0.2,0,0,"1,000 to 1,599",Other Central City Suburban,"Under $100,904",$1.2321 to under $1.3593
VALLEY VIEW ISD,108916,108 HIDALGO,01,Met Standard,10,4760,0,99.7,0.3,0,0,0,0,93.2,55.5,5.6,55.4,23.1,7,96.4,0.4,92.8,96.4,280,269,77,76,61,84,84,70,.,77,86,.,.,.,.,76,65.4,3.8,1430,17.2,683.8,314.9,0.6,3.1,8.6,46.1,12.2,29.5,104600,71217,56216,44030,97.7,7,15.1,43.5,8,3.8,14.3,0,96.5,3.2,0.3,58.5,6.3,4.6,18.9,4.2,7.5,87879,1.317,51635618,10848,66.7,12.5,20.8,10690120,0,53842943,45592310,9578,56.3,6,5.3,9.2,23.3,25655054,5390,55.4,10.4,22.4,4.6,2.3,0.3,3.5,0.8,0.4,0,"3,000 to 4,999",Other Central City Suburban,"Under $100,904",$1.2321 to under $1.3593
ABBOTT ISD,109901,109 HILL,12,Met Standard,1,276,0.4,11.2,86.2,0,0,0,2.2,27.9,0.7,12.3,0.7,37.7,2.5,98,0,100,93.3,19,15,89,92,74,95,86,91,.,89,90,.,.,.,84,88,94.7,38.9,1577,21.9,36.6,23.6,5.5,0.7,1.5,64.5,0,27.8,64284,56833,71050,43074,0.3,7.5,11.7,20.9,16.9,24.1,8.7,0,0,100,0,84.1,6.8,0,0,9.1,0,163195,1.369,3257939,11007,65,28,7,969482,0,2855957,2442692,8252,58.4,11.2,2.6,10.4,17.4,1425463,4816,64.2,9.4,8.5,0,8.7,0.4,4.8,1.7,2.3,0,Under 500,Rural,"$148,669 to < $184,624",$1.3593 and over
BYNUM ISD,109902,109 HILL,12,Met Standard,1,223,4.5,23.8,68.6,0,0.4,0,2.7,59.2,2.2,13,2.2,35,3.1,97,0,95.2,100,21,11,76,78,65,79,77,74,60,65,80,.,-1,.,-1,70,38.1,12.5,-1,19.9,41,21,2.4,0.2,4.6,51.2,14.6,26.8,79500,69830,45788,39763,9.8,5.4,10.6,28.6,14.4,19.1,23.2,4.8,4.8,90.5,0,74.3,13.4,4.8,0,7.5,0,213512,1.23,2825386,11168,63.9,28.7,7.4,221368,0,3793524,2297727,9082,51.6,13.4,5.9,11.7,17.3,1186536,4690,52.6,15.4,19.2,0.4,5.7,0.9,3.1,0,2.7,0,Under 500,Rural,"$200,659 to < $226,787",$1.1254 to under $1.2321
COVINGTON ISD,109903,109 HILL,12,Met Standard,1,253,0.4,11.5,86.2,0.8,0,0,1.2,54.5,2,15,2,36.8,11.9,96,0,100,100,20,19,68,75,38,76,68,66,.,48,71,-1,.,.,77,61,-2,26.1,-1,20.3,39.7,19,2.5,6.3,3.8,47.9,7.6,32,101224,67229,42984,40349,8.8,6.4,13.3,36.8,9.8,31.6,60,0,0,100,0,75.6,5.3,5.3,1.3,7,5.5,363621,1.401,3108797,11643,43.3,48.2,8.5,450529,0,2986419,2649131,9922,51.9,11.9,7.6,13.5,15.1,1375052,5150,52.6,15.3,15.9,0.5,8,1.2,2.9,1.1,2.5,0,Under 500,Rural,"$338,619 to < $381,395",$1.3593 and over
HILLSBORO ISD,109904,109 HILL,12,Met Standard,5,1970,14.9,57.7,24.4,0.4,0.5,0,2.1,78.3,14.3,11.4,13.8,17,6.3,96.8,0,98.2,98,117,84,78,81,66,82,76,76,67,77,85,80,88,.,73,75,26.5,19.4,1375,-1,283,150.7,2.8,4.3,5.7,53.3,12,22,86945,63076,53614,42335,18.8,7,13.1,50.4,9.3,17.6,22.1,2,8,88.1,2,70.2,12.3,4.6,5.2,3.4,4.2,262701,1.41,19497442,9813,46.1,40.4,13.5,710873,0,19841010,17122162,8617,52.3,8.3,7.1,11.3,21,8954401,4506,41,15.3,18.8,3.9,2.9,3,7.9,1.1,4,2.1,"1,600 to 2,999",Independent Town,"$255,082 to < $275,100",$1.3593 and over
HUBBARD ISD,109905,109 HILL,12,Met Standard,3,384,19.3,12.2,66.1,0.5,0.3,0.3,1.3,68.2,1.3,9.1,1.3,35.2,10.9,96.9,0,100,94.7,30,19,79,86,69,79,80,71,63,78,84,-1,.,.,89,74,30,11.1,1311,-1,72.3,35.2,1.4,2.8,2.8,48.6,18,26.5,85924,60910,54085,41956,13.8,5.3,10.9,28.4,15,18.2,19.7,2.8,2.8,88.6,5.7,77.4,8.5,3.2,0,7.8,3.1,168225,1.5,5125052,12717,68.3,24.5,7.2,416647,0,8798314,4762105,11817,48.1,12.5,5.9,15.9,17.6,2289611,5681,58.8,12.3,11.6,0,8.5,0.1,6,0,2.7,0,Under 500,Rural,"$148,669 to < $184,624",$1.3593 and over
ITASCA ISD,109907,109 HILL,12,Met Standard,3,720,8.3,36.7,49.2,0.7,1.9,0,3.2,68.1,7.6,8.9,7.6,26.5,6.1,96.7,0.9,95.6,94.9,46,28,76,82,61,77,79,70,76,75,76,100,81,.,86,72,54.3,20,1387,20.6,103,53.5,1.9,2.9,7.8,52,14.7,20.7,84369,74345,55978,45808,20.4,7,13.5,35.3,11.2,17.9,24.7,5.8,3.7,84.9,5.6,85.3,7.3,0,0,5.2,2.1,287625,1.444,7615076,10817,51.1,39.8,9.1,1791101,0,7343442,6423391,9124,57.2,7,5.3,11.1,19.4,3675441,5221,57.3,14.9,14,0.5,5.4,0.3,3.8,2,1.5,0.2,500 to 999,Rural,"$275,100 to < $290,480",$1.3593 and over
MALONE ISD,109908,109 HILL,12,Met Standard,1,97,23.7,24.7,51.5,0,0,0,0,90.7,13.4,13.4,13.4,0,5.2,96.8,.,.,.,.,.,73,85,67,72,43,-1,70,69,79,.,.,.,.,73,.,.,.,.,21.9,9.5,1.1,0.8,0.5,43.5,26.3,27.9,97023,57657,45074,41434,34.6,4.4,10.2,51.8,11.3,18.5,22.5,10.5,0,89.5,0,83.3,6.2,10.5,0,0,0,333936,1.116,1547807,15175,46.2,42.3,11.5,334960,0,1492865,1275684,12507,44.7,11.1,3.3,8.8,32.1,570407,5592,56.1,14.6,24.8,1.4,0,0.9,1.9,0,0.4,0,Under 500,Rural,"$317,535 to < $338,619",Under $1.1254
MOUNT CALM ISD,109910,109 HILL,12,Met Standard,2,180,3.3,22.2,70,0,0,0,4.4,73.9,2.2,14.4,2.2,21.1,1.7,96.2,2.1,.,.,.,.,72,77,55,69,82,76,59,77,71,.,.,.,90,68,.,.,.,.,34.3,19.9,3.2,5.8,0.8,58.1,17.5,14.5,37704,37000,-2,38977,14.6,5.3,9,45.2,8.2,15.1,38.9,10,10,79.9,0,88.1,8,0,0,3.9,0,128298,1.253,2586463,14865,59.7,15.7,24.6,267520,0,2164111,1829800,10516,57.3,14.2,2.8,11.6,14.1,1048229,6024,46.3,10.3,34.9,0.3,3.3,0.2,2.3,0,2.6,0,Under 500,Rural,"$100,904 to < $148,669",$1.2321 to under $1.3593
WHITNEY ISD,109911,109 HILL,12,Met Standard,5,1537,3.8,17.2,75.9,0.6,0.1,0,2.5,61.2,4.4,11.3,4.4,20.8,7.9,96.2,1.5,94.4,96.9,86,73,74,79,61,74,81,70,64,70,76,67,-1,.,71,68,46.5,40,1511,22.6,221.3,109.2,0.9,1.8,4,49.3,13.1,30.8,112556,62185,45012,43109,7.9,6.9,14.1,28.4,12.7,13,24.8,0,0.9,98.2,0.9,78.9,11.4,0,0.4,4,5.3,343184,1.183,16072516,10349,33.9,51.8,14.4,3342945,0,14465094,13239204,8525,54.4,9.8,4.7,10.1,21,7202502,4638,37.1,34.3,14.6,0.4,5.5,0.6,4.2,1.2,1.3,0.8,"1,000 to 1,599",Independent Town,"$338,619 to < $381,395",$1.1254 to under $1.2321
AQUILLA ISD,109912,109 HILL,12,Met Standard,1,287,3.1,17.1,78.4,1,0,0,0.3,53,2.4,8,2.4,33.8,3.1,97.2,1.1,100,100,17,16,72,73,57,70,85,74,31,58,78,85,.,.,-1,68,82.4,0,1285,18.5,35.2,22.9,0.3,0,2.5,65.1,5.7,26.5,87675,.,59401,39502,7.1,8.2,12.5,32.7,11.1,19.2,14,2.2,0,93.5,4.4,90.1,4.6,0,0,5.2,0,192453,1.369,2892693,10674,61.5,32.5,6.1,721884,0,5652680,2050728,7567,53.4,12.8,4,12.1,17.8,1094391,4038,69.5,9.1,7.3,0,3.8,0.4,5.7,1.5,2.4,0.4,Under 500,Rural,"$184,624 to < $200,659",$1.3593 and over
BLUM ISD,109913,109 HILL,12,Met Standard,2,378,1.1,12.4,84.7,0.5,0,0,1.3,63.2,0.8,14,0.8,35.4,10.1,96.6,0,96.3,100,24,17,70,80,47,76,65,62,71,59,71,.,.,.,-1,64,33.3,0,-1,15.7,61.7,32.9,1.6,2.7,2.9,53.4,14.6,24.9,81600,66649,43559,41383,9.7,6.1,11.5,33.4,11.9,17,27.7,0,3,90.9,6.1,76.8,3.4,7.1,1.5,7.9,3.3,369956,1.376,4180588,11299,48.7,42.4,8.9,2463045,0,3838168,3433283,9279,56.9,6.7,7.2,11.7,17.4,1953719,5280,59.9,11.8,12.3,1.9,5.6,0.4,2.7,1.6,3.1,0.7,Under 500,Rural,"$338,619 to < $381,395",$1.3593 and over
PENELOPE ISD,109914,109 HILL,12,Met Standard,1,189,0.5,25.9,72,1.1,0,0,0.5,81,5.3,11.1,5.3,33.3,3.2,97.3,0,100,95.5,16,13,66,66,52,69,81,62,-1,66,65,-1,.,.,-1,61,43.8,14.3,1266,-1,38.4,22,2.6,2.6,1.6,57.3,17.4,18.6,106108,53377,39723,38051,7.8,4.9,8.6,50,9,0,8.5,0,0,100,0,81.3,4.6,5.6,0,8.5,0,117220,1.17,2165656,12235,75.3,16.1,8.6,211940,0,2277093,2129184,12029,63.8,8.6,3,11.9,12.8,1357467,7669,58.3,8.9,15.4,0.6,8.1,0.5,3.4,1.5,3.2,0,Under 500,Rural,"$100,904 to < $148,669",$1.1254 to under $1.2321
ANTON ISD,110901,110 HOCKLEY,17,Met Standard,1,250,5.6,68,24,0,0,0,2.4,80.8,4,10.4,3.6,37.2,8,96.7,1.3,95.7,100,21,17,67,71,48,64,78,72,55,64,76,.,.,.,-1,63,76.2,12.5,-1,17.6,39.2,21.4,1.3,5.1,3.4,54.6,12.7,22.9,101280,65818,65838,38641,28,6.4,11.7,37.3,10.8,18.7,38.9,4.7,8,87.3,0,78.5,2,8.8,0,10.6,0,493267,1.17,2694130,10996,36.5,51.9,11.7,1227009,0,2623851,2548324,10401,55.2,10.2,8.2,12.2,14.2,1405424,5736,59.7,10.6,10.6,1,9.9,0.3,5.1,0,3,0,Under 500,Rural,"$478,896 to < $520,538",$1.1254 to under $1.2321
LEVELLAND ISD,110902,110 HOCKLEY,17,Met Standard,7,3033,4.3,67.6,26.5,0.2,0.3,0.1,1,62.5,5.8,13.5,5.6,29.8,6.5,95.4,4.2,84.8,87.4,178,130,70,73,53,73,78,70,55,66,82,89,88,.,70,64,49.4,13.6,1320,19.4,452.2,244.7,1.2,2.9,5.5,54.1,16.7,19.6,90269,70038,44775,42405,35,6.7,12.4,31.6,12.4,21.1,16.4,1.6,15.5,81.6,1.2,59.1,16.6,9.5,4.3,6.5,4,538549,1.131,33657223,11200,26.2,59.5,14.3,7684791,0,31301373,28278131,9410,58.9,7.7,4.2,10.6,18.6,16646412,5540,52.7,21,14.5,0.5,3.4,0.6,3.8,0.9,0,2.7,"3,000 to 4,999",Non-metropolitan Stable,"$520,538 to < $678,171",$1.1254 to under $1.2321
ROPES ISD,110905,110 HOCKLEY,17,Met Standard,2,313,0.3,43.8,53,0.6,0.3,0,1.9,47,2.9,9.3,2.9,30,7.7,96.7,2.7,93.8,84,29,27,81,84,65,86,81,77,-1,69,87,-1,.,.,82,69,82.8,29.2,1531,20.5,55.5,33.1,1.8,1.5,5.4,59.7,9,22.5,102103,71544,43989,43234,27,5.6,9.4,18.1,14.6,18.6,11.6,3,6,84.9,6,72.9,6.2,6,0,7.8,7.1,269974,1.17,3529458,10504,53.3,36.3,10.4,972741,0,3480019,3388921,10086,56.8,7.7,6.6,11.9,17.1,1923889,5726,54.2,9,16.5,1.3,7.1,0.4,4.5,2.2,2.2,2.8,Under 500,Rural,"$255,082 to < $275,100",$1.1254 to under $1.2321
SMYER ISD,110906,110 HOCKLEY,17,Met Standard,3,406,1,48,47.3,1,0,0,2.7,64.3,3.2,13.1,3.2,27.1,3.7,97.2,0,100,100,25,22,73,78,57,67,85,75,78,70,75,-1,.,.,82,68,76,15.8,1375,19.8,52.9,35.8,1.9,4,1.9,67.6,5.7,18.9,86427,72841,50451,40513,22.7,7.7,11.4,25.2,14.4,14,8.7,0,5.6,83.2,11.2,78.8,5.6,6.6,0,9,0,274883,1.32,4390680,11375,55.2,35.3,9.5,1817217,0,4285191,3663610,9491,54.4,8.4,6.5,15.3,15.5,1992104,5161,61.6,11.1,7,0.1,8.1,1.3,6.1,1.1,2.4,1.1,Under 500,Rural,"$255,082 to < $275,100",$1.2321 to under $1.3593
SUNDOWN ISD,110907,110 HOCKLEY,17,Met Standard,4,694,0.7,58.6,38.9,0.7,0,0,1,28.4,2.6,7.1,2.6,19.9,7.9,96.9,0.6,92.1,100,34,28,91,94,85,95,90,80,85,88,93,100,.,.,96,87,79.4,18.5,1369,19.8,109,64,1.8,3.2,5,58.7,10.1,21.1,122180,94775,61559,52630,26.6,6.4,10.8,12.5,16.9,18.7,6.2,1.6,7.8,89.1,1.6,72.5,8.2,8.9,0,5.8,4.6,2339839,1.04,10736068,15765,47.6,49.3,3.1,3956991,0,10854202,10327533,15165,57.6,5.7,4.9,12.1,19.8,5947425,8733,71,6.1,6.2,0.9,3.2,1.5,5.9,0.7,1.8,2.7,500 to 999,Rural,"$1,930,702 and over",Under $1.1254
WHITHARRAL ISD,110908,110 HOCKLEY,17,Met Standard,1,193,0,28,70.5,0,0,0,1.6,38.3,2.6,4.1,2.6,35.8,4.1,97,0,100,100,10,9,77,85,51,74,89,78,.,65,82,.,.,.,-1,72,90,33.3,-1,20.3,33,17.8,3,2.4,4.4,53.8,9.1,27.3,82220,62968,48076,41695,18.2,5.8,10.9,22.5,13.7,8.7,13.1,0,0,100,0,76.3,5.6,0,0,13.5,4.5,446438,1.17,2248667,12355,47.3,46.1,6.7,378173,0,2290246,2103721,11559,51.1,9.8,5.1,15.5,18.6,1074128,5902,69.3,4.8,9.3,0.1,7.2,0.5,7.7,1.1,0,0,Under 500,Rural,"$441,866 to < $478,896",$1.1254 to under $1.2321
GRANBURY ISD,111901,111 HOOD,11,Met Standard,11,6510,0.7,21.3,74.7,0.8,0.7,0.1,1.6,52.3,6.4,11.6,6.3,28.5,7.8,95.4,0.9,96,95.1,462,367,83,86,72,84,88,84,81,76,85,73,90,60,79,75,58.2,31.6,1461,21.7,902.2,437.5,0.9,3.1,8.7,48.5,6.6,32.2,107923,71796,56917,50246,9.3,7.2,14.9,25.6,13.1,22.7,16,0.2,4.6,93.8,1.4,73.1,12.5,1.4,3.3,4.5,5.2,719070,1.15,65635130,9960,23.4,66.9,9.7,13464899,0,63480516,57076335,8661,57.5,5.8,6.1,10.3,20.4,32820669,4980,63.1,15.1,4.8,2.7,3.1,3.8,3.2,1.2,0.8,2.1,"5,000 to 9,999",Other Central City Suburban,"$678,171 to < $1,930,702",$1.1254 to under $1.2321
LIPAN ISD,111902,111 HOOD,11,Met Standard,2,312,1.3,10.3,86.2,0.3,0,0,1.9,51.9,2.9,6.7,2.9,26.9,4.8,96.3,0,100,100,21,20,80,82,69,84,87,73,83,76,81,-1,.,.,83,75,61.9,7.7,1364,18.2,44,24,2.3,4.5,4.5,54.6,2.3,31.8,97850,76125,45231,42204,6.8,7.1,13,29.2,12.8,8.3,0,0,0,95.8,4.2,85.8,5.6,0,1.1,7.5,0,605391,1.413,3634521,12075,19,63.4,17.6,788026,0,5661291,2758265,9164,56.3,12.9,5.9,11.1,13.7,1553204,5160,66.9,9.1,10.5,0.2,7,0.3,4.4,0,1.6,0.1,Under 500,Rural,"$520,538 to < $678,171",$1.3593 and over
TOLAR ISD,111903,111 HOOD,11,Met Standard,3,651,0,6,92.8,0.6,0,0,0.6,22.7,1.8,8.3,1.8,32.6,5.8,96.3,0,100,97.7,54,49,85,86,69,86,90,88,.,70,85,88,.,.,100,75,81.5,29.5,1484,21.7,94.1,53.9,3.3,3.1,2.2,57.3,8.3,25.8,74021,70395,44608,44056,2.1,6.9,12.1,26,12.8,18.6,25.8,0,1.9,96.3,1.9,84.6,3.6,0.8,0,9.6,1.4,351141,1.376,6535731,10679,48,47.3,4.7,1414254,0,6105525,5298930,8658,58.1,8.9,6.9,10.1,16,3076169,5026,61.6,10.9,10.4,0.2,8.1,0.4,5.2,1.7,1.6,0,500 to 999,Independent Town,"$338,619 to < $381,395",$1.3593 and over
SULPHUR SPRINGS ISD,112901,112 HOPKINS,08,Met Standard,8,4188,11.3,25.9,58.8,0.4,0.8,0,2.8,61.1,9.2,8.4,9,21.3,4.3,96.2,1.5,93.6,92.1,252,147,74,78,58,76,78,73,59,70,79,75,88,.,72,67,56,27.7,1469,21.2,586.6,303.8,1.2,2.3,8.4,51.8,16,20.3,73357,70471,49203,43070,14.2,7.1,13.8,20.1,14.1,24.1,14.2,3.9,2.6,90.6,2.9,69.8,9.4,7.9,3.8,4.6,4.5,260627,1.36,38163143,9058,40.8,42,17.2,20807238,0,51059249,33103884,7858,59.5,6.4,4.1,11.8,18.2,19696191,4675,60.5,12,15,3,4.1,0.4,3.3,1.1,0.8,0,"3,000 to 4,999",Independent Town,"$255,082 to < $275,100",$1.3593 and over
CUMBY ISD,112905,112 HOPKINS,08,Met Standard,2,402,1,7.5,89.3,1.2,0.2,0,0.7,56.5,3,12.7,2.2,43.3,9,96.3,0,95.8,96.9,24,20,73,82,62,74,70,70,50,74,73,-1,-1,.,-1,71,66.7,25,1450,20.3,68.8,37.2,4.3,1.5,5.5,54.1,12.9,21.8,59915,65000,39982,40568,1.5,5.8,10.8,26.9,13.5,13.4,21,0,0,100,0,73.8,11.3,0,0,12.7,2.2,161279,1.155,4936383,12341,56.7,20,23.3,726378,0,4433338,4010953,10027,58.5,9,4.7,9.4,18.5,2344426,5861,53.3,6.8,26.7,0,6.5,0.3,5.2,1.1,0.1,0,Under 500,Rural,"$148,669 to < $184,624",$1.1254 to under $1.2321
NORTH HOPKINS ISD,112906,112 HOPKINS,08,Improvement Required,2,467,0.9,23.3,69.2,1.5,0,0.2,4.9,68.5,10.9,12.8,10.9,27.8,1.5,96.2,0,96.4,96.9,27,14,69,72,57,72,63,68,-1,65,70,46,.,.,69,62,33.3,22.2,-1,21.6,65.1,37,1.5,4.6,6.1,56.8,16.7,14.2,75380,49130,42557,40054,10.7,7.2,12.6,27,12.9,13.5,21.1,0,2.7,89.2,8.1,71.9,8.9,8.1,0.3,8.9,1.8,198011,1.125,4106367,9125,55.3,31.9,12.9,972469,0,4327333,3973252,8829,60.5,9.1,5.5,9,15.9,2404761,5344,54.8,13.6,13.3,1.8,5.8,1,3.5,1.6,3.1,1.5,Under 500,Rural,"$184,624 to < $200,659",Under $1.1254
MILLER GROVE ISD,112907,112 HOPKINS,08,Met Standard,1,224,0,16.5,82.6,0,0,0,0.9,57.6,5.4,12.5,5.4,32.1,1.8,95.7,0,100,100,20,19,80,86,74,82,78,71,.,77,81,.,.,.,-1,77,35,14.3,.,20.4,36.8,22,2.7,5.4,0,59.8,13,19,74000,52750,.,37206,0,6.1,10.2,36.4,11.4,9.1,18.5,0,0,95.5,4.5,72.4,7.4,4.5,0,13.1,2.5,186451,1.32,2670683,10640,63,28,9,1489703,0,2377483,2128199,8479,54.7,9.1,9.4,11.6,15.2,1163096,4634,56.1,15.6,10.7,0.4,9.9,0.8,3.5,1.2,2,0,Under 500,Rural,"$184,624 to < $200,659",$1.2321 to under $1.3593
COMO-PICKTON CISD,112908,112 HOPKINS,08,Met Standard,2,796,2.3,38.9,56.4,0.4,0.1,0,1.9,69.8,18.2,9.8,17.8,23.9,7.9,96.4,0.4,100,100,61,37,73,78,53,75,78,79,80,72,73,-1,-1,.,100,71,57.4,11.4,1420,19.1,119.1,64.2,1.7,2.8,4.3,53.9,12.6,24.7,78933,57106,47876,40948,13.3,6.7,12.4,26.5,11.2,10.1,7.4,1.6,7.8,90.7,0,71.7,8.8,8.1,3.5,6.2,1.6,171395,1.04,7721800,9713,62.7,23.1,14.1,1415438,0,7017966,6558123,8249,61.4,6,4.4,9.9,18.3,4026872,5065,63.3,11.1,12.7,0.9,5.5,0.3,3.7,1.3,1.3,0,500 to 999,Rural,"$148,669 to < $184,624",Under $1.1254
SALTILLO ISD,112909,112 HOPKINS,08,Met Standard,1,256,3.5,24.6,69.5,0.4,0,0,2,62.5,9.8,16,7.8,28.9,3.9,98,0,100,100,18,16,82,88,71,93,74,66,93,75,85,-1,.,.,83,82,72.2,7.7,-1,18.8,40.4,26.7,2.5,0.4,2.7,66.2,8.7,19.6,58429,52720,49751,42891,2.5,6.3,9.6,18.7,16.9,21.5,7.8,0,3.7,96.3,0,79.1,14,0,0,6.9,0,159237,1.04,3827535,15129,52.1,30.9,17,1401375,0,3135537,3078972,12170,59.8,8.4,5.7,7.8,18.2,1842449,7282,40,42.1,7.2,1.9,4.8,0.2,2.5,0.7,0.7,0,Under 500,Rural,"$148,669 to < $184,624",Under $1.1254
SULPHUR BLUFF ISD,112910,112 HOPKINS,08,Met Standard,1,229,2.2,9.6,83.4,0.4,0,0.4,3.9,49.3,2.6,14,2.6,32.3,3.1,96.5,0,95,100,19,18,77,86,62,81,88,56,90,74,77,100,.,-1,83,67,47.4,33.3,-1,18.8,41,19.8,4.9,1.3,4.4,48.4,14.3,26.8,63119,62000,23685,37379,7.3,5.6,11.6,60.6,10.4,26.8,35.2,0,0,100,0,75,4.9,2.8,0.4,10.5,6.4,270561,1.19,2602059,11991,56.9,34.2,8.9,502477,0,3881131,2324235,10711,50.8,12.3,7.9,11.6,17.3,1181646,5445,61.1,11.9,12.6,1.3,5.4,0.6,4.8,0.2,2.2,0,Under 500,Rural,"$255,082 to < $275,100",$1.1254 to under $1.2321
CROCKETT ISD,113901,113 HOUSTON,06,Met Standard,5,1255,50.9,28.1,18.5,0.2,0.8,0,1.4,84.1,15.9,9.2,15.5,23.7,2.2,95.5,0.5,96.3,94.5,78,59,60,61,47,63,68,60,49,69,79,100,78,.,92,55,62.8,4.1,1288,17.5,168.4,89.8,2.4,3.1,8.9,53.3,14.8,17.4,80710,65923,54156,42168,38.1,7.5,14,28.8,12.8,17,39.1,24.4,0,72.4,3.2,78.8,10.3,2.2,2.4,6.2,0,295429,1.27,15036975,11366,38.2,37.8,24,554724,0,14501941,12055018,9112,56.9,7.2,6.6,11.9,17.4,6860246,5185,49,17.8,21.2,2.2,2.3,0.6,4.5,0.2,0.8,1.4,"1,000 to 1,599",Non-metropolitan Stable,"$290,480 to < $310,123",$1.2321 to under $1.3593
